#,Taxonomy,Class,Template Name,File Folder,Filename,Image,Tag,Mask,Resolution,Top,Left,Width,Height,Points,Text Annotation,Minimal Top,Minimal Left,Minimal Width,Minimal Height,Attributes
61,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"SARS-10.1148rg.242035193-g04mr34g05x-Fig5-day9.jpeg",images/d0aa6a43766db99b69b25030bdd0e0185307586a.jpg,tags/d0aa6a43766db99b69b25030bdd0e0185307586a_MhtxoWruvahQiDTcR.png,masks/d0aa6a43766db99b69b25030bdd0e0185307586a_MhtxoWruvahQiDTcR.png,1800x1593,413,88,1595,1097,,"undefined",413,88,1595,1097,
62,,"COVID-19 Right Lung","Right Lung",,"SARS-10.1148rg.242035193-g04mr34g05x-Fig5-day9.jpeg",images/d0aa6a43766db99b69b25030bdd0e0185307586a.jpg,tags/d0aa6a43766db99b69b25030bdd0e0185307586a_foBLajdWX5zQPn4dD.png,masks/d0aa6a43766db99b69b25030bdd0e0185307586a_foBLajdWX5zQPn4dD.png,1800x1593,121,88,707,1463,,"undefined",121,88,707,1463,
63,,"COVID-19 Airways","Airways",,"ryct.2020200034.fig5-day7.jpeg",images/3a326a8ed03867e6107e67268c409ce951888277.jpg,tags/3a326a8ed03867e6107e67268c409ce951888277_Wdx8Nb4rynEWWXogH.png,masks/3a326a8ed03867e6107e67268c409ce951888277_Wdx8Nb4rynEWWXogH.png,1187x1330,0,431,264,628,,"undefined",0,431,264,628,
64,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"ryct.2020200034.fig5-day7.jpeg",images/3a326a8ed03867e6107e67268c409ce951888277.jpg,tags/3a326a8ed03867e6107e67268c409ce951888277_YA74BhNvKbKLFX3q2.png,masks/3a326a8ed03867e6107e67268c409ce951888277_YA74BhNvKbKLFX3q2.png,1187x1330,367,417,559,663,,"undefined",367,417,559,663,
65,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"ryct.2020200034.fig5-day7.jpeg",images/3a326a8ed03867e6107e67268c409ce951888277.jpg,tags/3a326a8ed03867e6107e67268c409ce951888277_nFa8GCdvjeD8heBtM.png,masks/3a326a8ed03867e6107e67268c409ce951888277_nFa8GCdvjeD8heBtM.png,1187x1330,229,82,955,771,,"undefined",229,82,955,771,
66,,"COVID-19 Consolidation","Consolidation",,"ryct.2020200034.fig5-day7.jpeg",images/3a326a8ed03867e6107e67268c409ce951888277.jpg,tags/3a326a8ed03867e6107e67268c409ce951888277_YtgFpBpdgFa2eBbZX.png,masks/3a326a8ed03867e6107e67268c409ce951888277_YtgFpBpdgFa2eBbZX.png,1187x1330,488,184,228,384,,"undefined",488,184,228,384,
67,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"ryct.2020200034.fig5-day7.jpeg",images/3a326a8ed03867e6107e67268c409ce951888277.jpg,tags/3a326a8ed03867e6107e67268c409ce951888277_9GzvomaPqkaRmonbb.png,masks/3a326a8ed03867e6107e67268c409ce951888277_9GzvomaPqkaRmonbb.png,1187x1330,115,625,434,932,,"undefined",115,625,434,932,
68,,"COVID-19 Right Lung","Right Lung",,"ryct.2020200034.fig5-day7.jpeg",images/3a326a8ed03867e6107e67268c409ce951888277.jpg,tags/3a326a8ed03867e6107e67268c409ce951888277_u4A5S6x5GwuLxDK6w.png,masks/3a326a8ed03867e6107e67268c409ce951888277_u4A5S6x5GwuLxDK6w.png,1187x1330,158,65,435,832,,"undefined",158,65,435,832,
69,,"COVID-19 Airways","Airways",,"SARS-10.1148rg.242035193-g04mr34g04b-Fig4b-day12.jpeg",images/d563f337e18df759af9bc7cde9cada3ffe33fead.jpg,tags/d563f337e18df759af9bc7cde9cada3ffe33fead_yebHQ6d9yCD3dsvM7.png,masks/d563f337e18df759af9bc7cde9cada3ffe33fead_yebHQ6d9yCD3dsvM7.png,1708x1710,0,727,284,793,,"undefined",0,727,284,793,
70,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"SARS-10.1148rg.242035193-g04mr34g04b-Fig4b-day12.jpeg",images/d563f337e18df759af9bc7cde9cada3ffe33fead.jpg,tags/d563f337e18df759af9bc7cde9cada3ffe33fead_4yQ3NgS7f9rdfZB4d.png,masks/d563f337e18df759af9bc7cde9cada3ffe33fead_4yQ3NgS7f9rdfZB4d.png,1708x1710,456,646,609,981,,"undefined",456,646,609,981,
71,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"SARS-10.1148rg.242035193-g04mr34g04b-Fig4b-day12.jpeg",images/d563f337e18df759af9bc7cde9cada3ffe33fead.jpg,tags/d563f337e18df759af9bc7cde9cada3ffe33fead_qE6YmF22WSsytDuqG.png,masks/d563f337e18df759af9bc7cde9cada3ffe33fead_qE6YmF22WSsytDuqG.png,1708x1710,1036,297,280,245,,"undefined",1036,297,280,245,
72,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"SARS-10.1148rg.242035193-g04mr34g04b-Fig4b-day12.jpeg",images/d563f337e18df759af9bc7cde9cada3ffe33fead.jpg,tags/d563f337e18df759af9bc7cde9cada3ffe33fead_GYipzLz2oAqgCLQN7.png,masks/d563f337e18df759af9bc7cde9cada3ffe33fead_GYipzLz2oAqgCLQN7.png,1708x1710,68,928,726,1626,,"undefined",68,928,726,1626,
73,,"COVID-19 Right Lung","Right Lung",,"SARS-10.1148rg.242035193-g04mr34g04b-Fig4b-day12.jpeg",images/d563f337e18df759af9bc7cde9cada3ffe33fead.jpg,tags/d563f337e18df759af9bc7cde9cada3ffe33fead_gPNuDRWQxtMAKhjyF.png,masks/d563f337e18df759af9bc7cde9cada3ffe33fead_gPNuDRWQxtMAKhjyF.png,1708x1710,96,48,763,1533,,"undefined",96,48,763,1533,
74,,"COVID-19 Airways","Airways",,"SARS-10.1148rg.242035193-g04mr34g07a-Fig7a-day5.jpeg",images/a355031bb7d507361eefe5e56d92a0f9c17b126f.jpg,tags/a355031bb7d507361eefe5e56d92a0f9c17b126f_9JXzNHivAQdfJCSnw.png,masks/a355031bb7d507361eefe5e56d92a0f9c17b126f_9JXzNHivAQdfJCSnw.png,1800x1508,0,719,342,763,,"undefined",0,719,342,763,
75,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"SARS-10.1148rg.242035193-g04mr34g07a-Fig7a-day5.jpeg",images/a355031bb7d507361eefe5e56d92a0f9c17b126f.jpg,tags/a355031bb7d507361eefe5e56d92a0f9c17b126f_zCgvpSunaGnbdpYac.png,masks/a355031bb7d507361eefe5e56d92a0f9c17b126f_zCgvpSunaGnbdpYac.png,1800x1508,326,560,1019,997,,"undefined",326,560,1019,997,
76,,"COVID-19 Consolidation","Consolidation",,"SARS-10.1148rg.242035193-g04mr34g07a-Fig7a-day5.jpeg",images/a355031bb7d507361eefe5e56d92a0f9c17b126f.jpg,tags/a355031bb7d507361eefe5e56d92a0f9c17b126f_n4ZJoC2NrZY2KETkG.png,masks/a355031bb7d507361eefe5e56d92a0f9c17b126f_n4ZJoC2NrZY2KETkG.png,1800x1508,341,81,1650,810,,"undefined",341,81,1650,810,
77,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"SARS-10.1148rg.242035193-g04mr34g07a-Fig7a-day5.jpeg",images/a355031bb7d507361eefe5e56d92a0f9c17b126f.jpg,tags/a355031bb7d507361eefe5e56d92a0f9c17b126f_YiySGC9SddALMpu83.png,masks/a355031bb7d507361eefe5e56d92a0f9c17b126f_YiySGC9SddALMpu83.png,1800x1508,168,48,1669,1092,,"undefined",168,48,1669,1092,
78,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"SARS-10.1148rg.242035193-g04mr34g07a-Fig7a-day5.jpeg",images/a355031bb7d507361eefe5e56d92a0f9c17b126f.jpg,tags/a355031bb7d507361eefe5e56d92a0f9c17b126f_br7uaHuWahQzRHDrP.png,masks/a355031bb7d507361eefe5e56d92a0f9c17b126f_br7uaHuWahQzRHDrP.png,1800x1508,132,918,856,1171,,"undefined",132,918,856,1171,
79,,"COVID-19 Right Lung","Right Lung",,"SARS-10.1148rg.242035193-g04mr34g07a-Fig7a-day5.jpeg",images/a355031bb7d507361eefe5e56d92a0f9c17b126f.jpg,tags/a355031bb7d507361eefe5e56d92a0f9c17b126f_kq22xK9kncokzAkwT.png,masks/a355031bb7d507361eefe5e56d92a0f9c17b126f_kq22xK9kncokzAkwT.png,1800x1508,144,34,815,1165,,"undefined",144,34,815,1165,
80,,"COVID-19 Airways","Airways",,"ryct.2020200034.fig5-day0.jpeg",images/475d08c0f756a50cea92915d3277e6b98508ee29.jpg,tags/475d08c0f756a50cea92915d3277e6b98508ee29_XbpPaig4HRvW6eCqt.png,masks/475d08c0f756a50cea92915d3277e6b98508ee29_XbpPaig4HRvW6eCqt.png,1118x1333,0,455,201,589,,"undefined",0,455,201,589,
81,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"ryct.2020200034.fig5-day0.jpeg",images/475d08c0f756a50cea92915d3277e6b98508ee29.jpg,tags/475d08c0f756a50cea92915d3277e6b98508ee29_vk8MwmxoQDHoQiXc5.png,masks/475d08c0f756a50cea92915d3277e6b98508ee29_vk8MwmxoQDHoQiXc5.png,1118x1333,417,424,525,636,,"undefined",417,424,525,636,
82,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"ryct.2020200034.fig5-day0.jpeg",images/475d08c0f756a50cea92915d3277e6b98508ee29.jpg,tags/475d08c0f756a50cea92915d3277e6b98508ee29_abSdd7qn3CDMeEdMo.png,masks/475d08c0f756a50cea92915d3277e6b98508ee29_abSdd7qn3CDMeEdMo.png,1118x1333,534,24,1028,564,,"undefined",534,24,1028,564,
83,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"ryct.2020200034.fig5-day0.jpeg",images/475d08c0f756a50cea92915d3277e6b98508ee29.jpg,tags/475d08c0f756a50cea92915d3277e6b98508ee29_u99Dr7jh4KnxFA846.png,masks/475d08c0f756a50cea92915d3277e6b98508ee29_u99Dr7jh4KnxFA846.png,1118x1333,156,611,439,947,,"undefined",156,611,439,947,
84,,"COVID-19 Right Lung","Right Lung",,"ryct.2020200034.fig5-day0.jpeg",images/475d08c0f756a50cea92915d3277e6b98508ee29.jpg,tags/475d08c0f756a50cea92915d3277e6b98508ee29_udy2nCvtCpHF2WDmp.png,masks/475d08c0f756a50cea92915d3277e6b98508ee29_udy2nCvtCpHF2WDmp.png,1118x1333,157,14,501,967,,"undefined",157,14,501,967,
85,,"COVID-19 Airways","Airways",,"ryct.2020200034.fig2.jpeg",images/13bf76ac3b8bd3b06a376990d08b656eeaa95a08.jpg,tags/13bf76ac3b8bd3b06a376990d08b656eeaa95a08_rJvBzq33p4AH7CPFt.png,masks/13bf76ac3b8bd3b06a376990d08b656eeaa95a08_rJvBzq33p4AH7CPFt.png,1695x1570,0,681,358,873,,"undefined",0,681,358,873,
86,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"ryct.2020200034.fig2.jpeg",images/13bf76ac3b8bd3b06a376990d08b656eeaa95a08.jpg,tags/13bf76ac3b8bd3b06a376990d08b656eeaa95a08_9LN93m2S8RiYYZMQo.png,masks/13bf76ac3b8bd3b06a376990d08b656eeaa95a08_9LN93m2S8RiYYZMQo.png,1695x1570,402,689,637,937,,"undefined",402,689,637,937,
87,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"ryct.2020200034.fig2.jpeg",images/13bf76ac3b8bd3b06a376990d08b656eeaa95a08.jpg,tags/13bf76ac3b8bd3b06a376990d08b656eeaa95a08_XvQs2i8dQHQSySWP5.png,masks/13bf76ac3b8bd3b06a376990d08b656eeaa95a08_XvQs2i8dQHQSySWP5.png,1695x1570,900,529,173,381,,"undefined",900,529,173,381,
88,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"ryct.2020200034.fig2.jpeg",images/13bf76ac3b8bd3b06a376990d08b656eeaa95a08.jpg,tags/13bf76ac3b8bd3b06a376990d08b656eeaa95a08_HHzrXCCRHtSmPquv6.png,masks/13bf76ac3b8bd3b06a376990d08b656eeaa95a08_HHzrXCCRHtSmPquv6.png,1695x1570,96,886,737,1276,,"undefined",96,886,737,1276,
89,,"COVID-19 Right Lung","Right Lung",,"ryct.2020200034.fig2.jpeg",images/13bf76ac3b8bd3b06a376990d08b656eeaa95a08.jpg,tags/13bf76ac3b8bd3b06a376990d08b656eeaa95a08_dzag3KMSPuAywNwpF.png,masks/13bf76ac3b8bd3b06a376990d08b656eeaa95a08_dzag3KMSPuAywNwpF.png,1695x1570,169,72,700,1308,,"undefined",169,72,700,1308,
90,,"COVID-19 Airways","Airways",,"radiol.2020200490.fig3.jpeg",images/568d55519f003398d3adbd63aab7839cdf393b1b.jpg,tags/568d55519f003398d3adbd63aab7839cdf393b1b_eGRPPxvkbFCEBY9Zt.png,masks/568d55519f003398d3adbd63aab7839cdf393b1b_eGRPPxvkbFCEBY9Zt.png,1300x1343,0,524,252,579,,"undefined",0,524,252,579,
91,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"radiol.2020200490.fig3.jpeg",images/568d55519f003398d3adbd63aab7839cdf393b1b.jpg,tags/568d55519f003398d3adbd63aab7839cdf393b1b_HESTbc6P8vojBQAG9.png,masks/568d55519f003398d3adbd63aab7839cdf393b1b_HESTbc6P8vojBQAG9.png,1300x1343,352,510,526,616,,"undefined",352,510,526,616,
92,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"radiol.2020200490.fig3.jpeg",images/568d55519f003398d3adbd63aab7839cdf393b1b.jpg,tags/568d55519f003398d3adbd63aab7839cdf393b1b_QCriKT3A3mdeQTbEz.png,masks/568d55519f003398d3adbd63aab7839cdf393b1b_QCriKT3A3mdeQTbEz.png,1300x1343,289,121,1037,672,,"undefined",289,121,1037,672,
93,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"radiol.2020200490.fig3.jpeg",images/568d55519f003398d3adbd63aab7839cdf393b1b.jpg,tags/568d55519f003398d3adbd63aab7839cdf393b1b_HnRXSu3WxkxpsJXxs.png,masks/568d55519f003398d3adbd63aab7839cdf393b1b_HnRXSu3WxkxpsJXxs.png,1300x1343,102,685,474,900,,"undefined",102,685,474,900,
94,,"COVID-19 Right Lung","Right Lung",,"radiol.2020200490.fig3.jpeg",images/568d55519f003398d3adbd63aab7839cdf393b1b.jpg,tags/568d55519f003398d3adbd63aab7839cdf393b1b_o5uBSykLJpfSneNrq.png,masks/568d55519f003398d3adbd63aab7839cdf393b1b_o5uBSykLJpfSneNrq.png,1300x1343,128,122,443,850,,"undefined",128,122,443,850,
95,,"COVID-19 Airways","Airways",,"pneumocystis-pneumonia-8.jpg",images/75fab00d8e77422b01d3281b392ec39cf98b6c05.jpg,tags/75fab00d8e77422b01d3281b392ec39cf98b6c05_r4jMy6W66MYk6Cg3S.png,masks/75fab00d8e77422b01d3281b392ec39cf98b6c05_r4jMy6W66MYk6Cg3S.png,1310x1219,0,577,75,451,,"undefined",0,577,75,451,
96,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"pneumocystis-pneumonia-8.jpg",images/75fab00d8e77422b01d3281b392ec39cf98b6c05.jpg,tags/75fab00d8e77422b01d3281b392ec39cf98b6c05_irhXxGHRDcDmZXCvq.png,masks/75fab00d8e77422b01d3281b392ec39cf98b6c05_irhXxGHRDcDmZXCvq.png,1310x1219,429,417,514,595,,"undefined",429,417,514,595,
97,,"COVID-19 Consolidation","Consolidation",,"pneumocystis-pneumonia-8.jpg",images/75fab00d8e77422b01d3281b392ec39cf98b6c05.jpg,tags/75fab00d8e77422b01d3281b392ec39cf98b6c05_8pmz96hbyxBiBoYyn.png,masks/75fab00d8e77422b01d3281b392ec39cf98b6c05_8pmz96hbyxBiBoYyn.png,1310x1219,571,87,1089,459,,"undefined",571,87,1089,459,
98,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"pneumocystis-pneumonia-8.jpg",images/75fab00d8e77422b01d3281b392ec39cf98b6c05.jpg,tags/75fab00d8e77422b01d3281b392ec39cf98b6c05_5NKFmMWdFCi6y7PnX.png,masks/75fab00d8e77422b01d3281b392ec39cf98b6c05_5NKFmMWdFCi6y7PnX.png,1310x1219,226,151,996,753,,"undefined",226,151,996,753,
99,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"pneumocystis-pneumonia-8.jpg",images/75fab00d8e77422b01d3281b392ec39cf98b6c05.jpg,tags/75fab00d8e77422b01d3281b392ec39cf98b6c05_MADCSveGtPak73qQi.png,masks/75fab00d8e77422b01d3281b392ec39cf98b6c05_MADCSveGtPak73qQi.png,1310x1219,154,667,500,836,,"undefined",154,667,500,836,
100,,"COVID-19 Monitoring Probes","Monitoring Probes",,"pneumocystis-pneumonia-8.jpg",images/75fab00d8e77422b01d3281b392ec39cf98b6c05.jpg,tags/75fab00d8e77422b01d3281b392ec39cf98b6c05_jDWw9efWwTqNnSPii.png,masks/75fab00d8e77422b01d3281b392ec39cf98b6c05_jDWw9efWwTqNnSPii.png,1310x1219,28,0,1228,1191,,"undefined",28,0,1228,1191,
101,,"COVID-19 Right Lung","Right Lung",,"pneumocystis-pneumonia-8.jpg",images/75fab00d8e77422b01d3281b392ec39cf98b6c05.jpg,tags/75fab00d8e77422b01d3281b392ec39cf98b6c05_JgruNR5ECJR9GLN33.png,masks/75fab00d8e77422b01d3281b392ec39cf98b6c05_JgruNR5ECJR9GLN33.png,1310x1219,181,91,465,849,,"undefined",181,91,465,849,
102,,"COVID-19 Airways","Airways",,"pneumocystis-pneumonia-12.png",images/15721c645e5a6d04e27ff377677df27840b6e32c.png,tags/15721c645e5a6d04e27ff377677df27840b6e32c_ykghFG58xZd32u55c.png,masks/15721c645e5a6d04e27ff377677df27840b6e32c_ykghFG58xZd32u55c.png,788x750,0,334,117,349,,"undefined",0,334,117,349,
103,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"pneumocystis-pneumonia-12.png",images/15721c645e5a6d04e27ff377677df27840b6e32c.png,tags/15721c645e5a6d04e27ff377677df27840b6e32c_CTqyFNYzsJf6XcZMn.png,masks/15721c645e5a6d04e27ff377677df27840b6e32c_CTqyFNYzsJf6XcZMn.png,788x750,223,289,297,445,,"undefined",223,289,297,445,
104,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"pneumocystis-pneumonia-12.png",images/15721c645e5a6d04e27ff377677df27840b6e32c.png,tags/15721c645e5a6d04e27ff377677df27840b6e32c_CbBBApaKahSv9CoeQ.png,masks/15721c645e5a6d04e27ff377677df27840b6e32c_CbBBApaKahSv9CoeQ.png,788x750,73,23,729,643,,"undefined",73,23,729,643,
105,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"pneumocystis-pneumonia-12.png",images/15721c645e5a6d04e27ff377677df27840b6e32c.png,tags/15721c645e5a6d04e27ff377677df27840b6e32c_DQgByeKs452T4njyy.png,masks/15721c645e5a6d04e27ff377677df27840b6e32c_DQgByeKs452T4njyy.png,788x750,37,447,309,713,,"undefined",37,447,309,713,
106,,"COVID-19 Monitoring Probes","Monitoring Probes",,"pneumocystis-pneumonia-12.png",images/15721c645e5a6d04e27ff377677df27840b6e32c.png,tags/15721c645e5a6d04e27ff377677df27840b6e32c_aLtCYbfFW8Cd6joFZ.png,masks/15721c645e5a6d04e27ff377677df27840b6e32c_aLtCYbfFW8Cd6joFZ.png,788x750,133,79,709,617,,"undefined",133,79,709,617,
107,,"COVID-19 Right Lung","Right Lung",,"pneumocystis-pneumonia-12.png",images/15721c645e5a6d04e27ff377677df27840b6e32c.png,tags/15721c645e5a6d04e27ff377677df27840b6e32c_eQduGDYveDCvndJmY.png,masks/15721c645e5a6d04e27ff377677df27840b6e32c_eQduGDYveDCvndJmY.png,788x750,30,17,362,682,,"undefined",30,17,362,682,
108,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"pneumocystis-jiroveci-pneumonia-2.png",images/16f174ad84894542d9c9cbe377746b446abc6228.png,tags/16f174ad84894542d9c9cbe377746b446abc6228_erFySyC77oJswdqHY.png,masks/16f174ad84894542d9c9cbe377746b446abc6228_erFySyC77oJswdqHY.png,902x899,229,380,335,506,,"undefined",229,380,335,506,
109,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"pneumocystis-jiroveci-pneumonia-2.png",images/16f174ad84894542d9c9cbe377746b446abc6228.png,tags/16f174ad84894542d9c9cbe377746b446abc6228_3nHTByMN5JTWng4S8.png,masks/16f174ad84894542d9c9cbe377746b446abc6228_3nHTByMN5JTWng4S8.png,902x899,178,143,683,632,,"undefined",178,143,683,632,
110,,"COVID-19 Right Lung","Right Lung",,"pneumocystis-jiroveci-pneumonia-2.png",images/16f174ad84894542d9c9cbe377746b446abc6228.png,tags/16f174ad84894542d9c9cbe377746b446abc6228_8avxxTjs9j8YXhjzg.png,masks/16f174ad84894542d9c9cbe377746b446abc6228_8avxxTjs9j8YXhjzg.png,902x899,57,133,340,707,,"undefined",57,133,340,707,
111,,"COVID-19 Airways","Airways",,"pneumocystis-jiroveci-pneumonia-2.png",images/16f174ad84894542d9c9cbe377746b446abc6228.png,tags/16f174ad84894542d9c9cbe377746b446abc6228_Afhp7MEScbv7Dsg2b.png,masks/16f174ad84894542d9c9cbe377746b446abc6228_Afhp7MEScbv7Dsg2b.png,902x899,0,446,134,434,,"undefined",0,446,134,434,
112,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"pneumocystis-jiroveci-pneumonia-2.png",images/16f174ad84894542d9c9cbe377746b446abc6228.png,tags/16f174ad84894542d9c9cbe377746b446abc6228_xCgtjCa5wZjinj5iD.png,masks/16f174ad84894542d9c9cbe377746b446abc6228_xCgtjCa5wZjinj5iD.png,902x899,62,541,293,758,,"undefined",62,541,293,758,
113,,"COVID-19 Airways","Airways",,"pneumococcal-pneumonia-day35.jpg",images/3599ebca83c0ff8cfbf225b02574d6f45b64d281.jpg,tags/3599ebca83c0ff8cfbf225b02574d6f45b64d281_yhHkm2CXYHn87KgyT.png,masks/3599ebca83c0ff8cfbf225b02574d6f45b64d281_yhHkm2CXYHn87KgyT.png,2828x2320,0,1199,399,1154,,"undefined",0,1199,399,1154,
114,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"pneumococcal-pneumonia-day35.jpg",images/3599ebca83c0ff8cfbf225b02574d6f45b64d281.jpg,tags/3599ebca83c0ff8cfbf225b02574d6f45b64d281_bRaED5YnfffgijFGR.png,masks/3599ebca83c0ff8cfbf225b02574d6f45b64d281_bRaED5YnfffgijFGR.png,2828x2320,706,1201,888,1076,,"undefined",706,1201,888,1076,
115,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"pneumococcal-pneumonia-day35.jpg",images/3599ebca83c0ff8cfbf225b02574d6f45b64d281.jpg,tags/3599ebca83c0ff8cfbf225b02574d6f45b64d281_ywxYhzC4dw6JrXQAZ.png,masks/3599ebca83c0ff8cfbf225b02574d6f45b64d281_ywxYhzC4dw6JrXQAZ.png,2828x2320,313,382,1971,1553,,"undefined",313,382,1971,1553,
116,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"pneumococcal-pneumonia-day35.jpg",images/3599ebca83c0ff8cfbf225b02574d6f45b64d281.jpg,tags/3599ebca83c0ff8cfbf225b02574d6f45b64d281_SuKyAD3M7A5gkab7z.png,masks/3599ebca83c0ff8cfbf225b02574d6f45b64d281_SuKyAD3M7A5gkab7z.png,2828x2320,202,1480,881,1708,,"undefined",202,1480,881,1708,
117,,"COVID-19 Right Lung","Right Lung",,"pneumococcal-pneumonia-day35.jpg",images/3599ebca83c0ff8cfbf225b02574d6f45b64d281.jpg,tags/3599ebca83c0ff8cfbf225b02574d6f45b64d281_Ly7Z9QvZcR7iaRdSA.png,masks/3599ebca83c0ff8cfbf225b02574d6f45b64d281_Ly7Z9QvZcR7iaRdSA.png,2828x2320,177,393,950,1498,,"undefined",177,393,950,1498,
118,,"COVID-19 Airways","Airways",,"pneumocystis-pneumonia-2-PA.png",images/ba4aa7aef7439153b5d257d9f238e9b96d3d5156.png,tags/ba4aa7aef7439153b5d257d9f238e9b96d3d5156_dNmcfwXYprcoA5nCp.png,masks/ba4aa7aef7439153b5d257d9f238e9b96d3d5156_dNmcfwXYprcoA5nCp.png,955x954,0,388,180,406,,"undefined",0,388,180,406,
119,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"pneumocystis-pneumonia-2-PA.png",images/ba4aa7aef7439153b5d257d9f238e9b96d3d5156.png,tags/ba4aa7aef7439153b5d257d9f238e9b96d3d5156_sevRRwTwWZ6XtGZRP.png,masks/ba4aa7aef7439153b5d257d9f238e9b96d3d5156_sevRRwTwWZ6XtGZRP.png,955x954,213,367,344,557,,"undefined",213,367,344,557,
120,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"pneumocystis-pneumonia-2-PA.png",images/ba4aa7aef7439153b5d257d9f238e9b96d3d5156.png,tags/ba4aa7aef7439153b5d257d9f238e9b96d3d5156_JSqaunBCdsBiaT82m.png,masks/ba4aa7aef7439153b5d257d9f238e9b96d3d5156_JSqaunBCdsBiaT82m.png,955x954,57,135,714,654,,"undefined",57,135,714,654,
121,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"pneumocystis-pneumonia-2-PA.png",images/ba4aa7aef7439153b5d257d9f238e9b96d3d5156.png,tags/ba4aa7aef7439153b5d257d9f238e9b96d3d5156_yPu7XfNbngjewQ3pL.png,masks/ba4aa7aef7439153b5d257d9f238e9b96d3d5156_yPu7XfNbngjewQ3pL.png,955x954,30,529,359,910,,"undefined",30,529,359,910,
122,,"COVID-19 Monitoring Probes","Monitoring Probes",,"pneumocystis-pneumonia-2-PA.png",images/ba4aa7aef7439153b5d257d9f238e9b96d3d5156.png,tags/ba4aa7aef7439153b5d257d9f238e9b96d3d5156_i7HPSmbz6CBLMdQdB.png,masks/ba4aa7aef7439153b5d257d9f238e9b96d3d5156_i7HPSmbz6CBLMdQdB.png,955x954,0,0,3,2,,"undefined",0,0,3,2,
123,,"COVID-19 Right Lung","Right Lung",,"pneumocystis-pneumonia-2-PA.png",images/ba4aa7aef7439153b5d257d9f238e9b96d3d5156.png,tags/ba4aa7aef7439153b5d257d9f238e9b96d3d5156_Ff4BgiWRWdXDtsfsp.png,masks/ba4aa7aef7439153b5d257d9f238e9b96d3d5156_Ff4BgiWRWdXDtsfsp.png,955x954,32,62,380,874,,"undefined",32,62,380,874,
124,,"COVID-19 Airways","Airways",,"pneumocystis-pneumonia-1.jpg",images/99e0d1ddca3f2d33c8531c868b40e9d39f6c629c.jpg,tags/99e0d1ddca3f2d33c8531c868b40e9d39f6c629c_YtQCt3Rm5XZK2LFDN.png,masks/99e0d1ddca3f2d33c8531c868b40e9d39f6c629c_YtQCt3Rm5XZK2LFDN.png,1600x1600,0,663,235,641,,"undefined",0,663,235,641,
125,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"pneumocystis-pneumonia-1.jpg",images/99e0d1ddca3f2d33c8531c868b40e9d39f6c629c.jpg,tags/99e0d1ddca3f2d33c8531c868b40e9d39f6c629c_zQcaXb7omQRxFr7xZ.png,masks/99e0d1ddca3f2d33c8531c868b40e9d39f6c629c_zQcaXb7omQRxFr7xZ.png,1600x1600,342,635,544,899,,"undefined",342,635,544,899,
126,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"pneumocystis-pneumonia-1.jpg",images/99e0d1ddca3f2d33c8531c868b40e9d39f6c629c.jpg,tags/99e0d1ddca3f2d33c8531c868b40e9d39f6c629c_J2yrGHTyix7ayJGWM.png,masks/99e0d1ddca3f2d33c8531c868b40e9d39f6c629c_J2yrGHTyix7ayJGWM.png,1600x1600,86,217,368,328,,"undefined",86,217,368,328,
